Region,date,Beans,Rice
Ruvuma,2025-03-12,2600.0,2100.0
Ruvuma,2025-05-07,2600.0,2500.0
Ruvuma,2025-05-14,2600.0,2600.0
Ruvuma,2025-05-21,2600.0,2400.0
Ruvuma,2025-05-28,2600.0,2300.0
Ruvuma,2025-06-04,2400.0,2200.0
Ruvuma,2025-06-11,2400.0,2200.0
Ruvuma,2025-06-18,2500.0,2300.0
Ruvuma,2025-06-25,2500.0,2200.0
Ruvuma,2025-07-23,2500.0,2200.0
Ruvuma,2025-08-06,2200.0,2200.0
Ruvuma,2025-08-13,2400.0,2200.0
Ruvuma,2025-08-20,2400.0,2200.0
Ruvuma,2025-09-03,2400.0,2200.0
Ruvuma,2025-09-10,2400.0,2200.0
Ruvuma,2025-09-17,2400.0,2200.0
Ruvuma,2025-10-22,2500.0,2300.0
Ruvuma,2025-11-05,2400.0,2300.0
Ruvuma,2025-11-12,2400.0,2200.0
Ruvuma,2025-11-19,2600.0,2500.0
Ruvuma,2025-11-26,2700.0,2300.0
Ruvuma,2026-01-07,2600.0,2800.0
Ruvuma,2026-01-14,2100.0,2600.0
Ruvuma,2026-01-28,2000.0,2800.0
Ruvuma,2026-02-04,1800.0,3200.0
Ruvuma,2026-02-11,2000.0,3000.0
Ruvuma,2026-02-18,2400.0,2600.0
Ruvuma,2026-02-25,2500.0,2700.0
Ruvuma,2026-03-04,2600.0,2700.0
Ruvuma,2026-03-11,2300.0,2600.0
Ruvuma,2026-03-18,2400.0,2600.0
Ruvuma,2026-03-25,,2300.0
Ruvuma,2026-04-08,2100.0,2400.0
Ruvuma,2026-04-15,2100.0,2400.0
Ruvuma,2026-04-22,2100.0,2500.0
Shinyanga,2024-08-21,2400.0,1400.0
Shinyanga,2024-12-04,2600.0,1500.0
Shinyanga,2024-12-18,3100.0,1800.0
Shinyanga,2025-01-08,2600.0,1600.0
Shinyanga,2025-01-15,2600.0,1600.0
Shinyanga,2025-01-22,2600.0,1600.0
Shinyanga,2025-02-05,2600.0,1800.0
Shinyanga,2025-02-12,2600.0,1800.0
Shinyanga,2025-02-19,2500.0,1800.0
Shinyanga,2025-03-05,2600.0,2000.0
Shinyanga,2025-03-12,2700.0,2100.0
Shinyanga,2025-03-26,2500.0,1600.0
Shinyanga,2025-04-09,2700.0,2000.0
Shinyanga,2025-04-16,2700.0,2000.0
Shinyanga,2025-04-23,2700.0,2100.0
Shinyanga,2025-05-07,2700.0,2100.0
Shinyanga,2025-05-14,2700.0,2000.0
Shinyanga,2025-05-21,2700.0,2100.0
Shinyanga,2025-05-28,2800.0,2000.0
Shinyanga,2025-06-04,2700.0,1900.0
Shinyanga,2025-06-18,2600.0,2000.0
Shinyanga,2025-06-25,2500.0,2000.0
Shinyanga,2025-07-09,2000.0,2000.0
Shinyanga,2025-07-23,2100.0,2000.0
Shinyanga,2025-08-06,2100.0,2000.0
Shinyanga,2025-08-13,2300.0,1600.0
Shinyanga,2025-08-20,2300.0,2100.0
Shinyanga,2025-08-27,2200.0,2200.0
Shinyanga,2025-09-03,2200.0,2100.0
Shinyanga,2025-09-10,2100.0,2100.0
Shinyanga,2025-09-17,2500.0,2200.0
Shinyanga,2025-09-24,2300.0,2100.0
Shinyanga,2025-10-22,2300.0,2100.0
Shinyanga,2025-11-12,2200.0,2300.0
Shinyanga,2025-11-26,2200.0,2400.0
Shinyanga,2026-01-14,2100.0,2500.0
Shinyanga,2026-01-21,2000.0,2500.0
Shinyanga,2026-01-28,2100.0,2500.0
Shinyanga,2026-02-11,2300.0,2700.0
Shinyanga,2026-02-18,2100.0,2500.0
Shinyanga,2026-03-04,2000.0,2500.0
Shinyanga,2026-03-11,2100.0,2500.0
Shinyanga,2026-03-18,2000.0,2600.0
Shinyanga,2026-03-25,2000.0,2400.0
Shinyanga,2026-04-08,2100.0,2300.0
Shinyanga,2026-04-15,2100.0,2300.0
Shinyanga,2026-04-22,2100.0,2300.0
Shinyanga,2026-05-06,2100.0,2300.0
Simiyu,2024-08-21,2800.0,1500.0
Simiyu,2025-01-29,2900.0,1600.0
Simiyu,2025-02-05,2900.0,1600.0
Simiyu,2025-02-12,2900.0,1600.0
Simiyu,2025-03-05,2900.0,2000.0
Simiyu,2025-03-12,3000.0,2100.0
Simiyu,2025-03-26,2900.0,2100.0
Simiyu,2025-04-09,2900.0,2200.0
Simiyu,2025-04-23,3100.0,2000.0
Simiyu,2025-05-14,2800.0,1800.0
Simiyu,2025-06-18,2900.0,2000.0
Simiyu,2025-06-25,2900.0,2000.0
Simiyu,2025-07-23,2900.0,2100.0
Simiyu,2025-08-06,2900.0,2100.0
Simiyu,2025-08-13,2900.0,2100.0
Simiyu,2025-08-20,2800.0,2100.0
Simiyu,2025-09-03,2800.0,2100.0
Simiyu,2025-09-10,2800.0,2100.0
Simiyu,2025-09-24,3000.0,2100.0
Simiyu,2025-10-15,2900.0,2100.0
Simiyu,2025-11-12,2900.0,2100.0
Simiyu,2025-11-19,2900.0,2100.0
Simiyu,2025-12-17,2900.0,2800.0
Simiyu,2026-02-11,2800.0,2400.0
Simiyu,2026-02-18,2800.0,2400.0
Simiyu,2026-03-04,2900.0,2600.0
Simiyu,2026-03-11,2900.0,2500.0
Simiyu,2026-05-06,1600.0,2400.0
Singida,2024-08-21,2400.0,2100.0
Singida,2024-12-18,2900.0,1800.0
Singida,2025-02-19,2600.0,2300.0
Singida,2025-03-26,2500.0,2300.0
Singida,2025-04-09,2500.0,2600.0
Singida,2025-05-14,2400.0,2400.0
Singida,2025-06-04,2800.0,2500.0
Singida,2025-06-18,2700.0,2500.0
Singida,2025-06-25,2600.0,2400.0
Singida,2025-08-20,2500.0,2200.0
Singida,2025-08-27,2400.0,2100.0
Singida,2025-09-03,2700.0,2600.0
Singida,2025-09-10,2750.0,2450.0
Singida,2025-09-24,2800.0,2500.0
Singida,2025-11-12,2900.0,2500.0
Singida,2026-02-18,2400.0,2700.0
Singida,2026-03-04,2600.0,2700.0
Singida,2026-05-06,2100.0,2300.0
Songwe,2024-08-21,2000.0,1700.0
Songwe,2025-01-29,4000.0,2100.0
Songwe,2025-02-05,2700.0,2100.0
Songwe,2025-02-12,2800.0,2100.0
Songwe,2025-03-05,2200.0,2100.0
Songwe,2025-03-12,1900.0,2300.0
Songwe,2025-03-26,1900.0,2400.0
Songwe,2025-04-09,,2400.0
Songwe,2025-05-14,2300.0,2600.0
Songwe,2025-06-18,2000.0,2500.0
Songwe,2025-06-25,2000.0,2500.0
Songwe,2025-07-23,,2500.0
Songwe,2025-08-06,,2500.0
Songwe,2025-08-13,,2500.0
Songwe,2025-08-20,1900.0,
Songwe,2025-08-27,2100.0,2500.0
Songwe,2025-09-03,2300.0,2500.0
Songwe,2025-09-10,1800.0,2500.0
Songwe,2025-09-17,2100.0,2500.0
Songwe,2025-09-24,2700.0,2500.0
Songwe,2025-11-05,,2700.0
Songwe,2025-11-12,2000.0,2700.0
Songwe,2025-11-19,2000.0,2700.0
Songwe,2025-12-17,2000.0,
Songwe,2026-02-11,2100.0,
Songwe,2026-02-18,2400.0,
Songwe,2026-03-04,1800.0,
Songwe,2026-03-11,1800.0,
Songwe,2026-03-25,,3100.0
Songwe,2026-05-06,1800.0,
Tabora,2024-08-21,,1400.0
Tabora,2024-12-04,2800.0,1400.0
Tabora,2024-12-18,2800.0,1400.0
Tabora,2025-01-08,2900.0,1500.0
Tabora,2025-01-13,3100.0,1400.0
Tabora,2025-01-15,3000.0,1500.0
Tabora,2025-01-22,2800.0,1500.0
Tabora,2025-02-19,2700.0,1700.0
Tabora,2025-02-26,2700.0,1800.0
Tabora,2025-03-05,2700.0,1700.0
Tabora,2025-03-26,2700.0,2100.0
Tabora,2025-04-09,2600.0,2100.0
Tabora,2025-04-16,2600.0,2000.0
Tabora,2025-04-23,2700.0,2100.0
Tabora,2025-05-07,2700.0,2100.0
Tabora,2025-05-14,2700.0,2100.0
Tabora,2025-05-21,2700.0,2000.0
Tabora,2025-05-28,2700.0,2000.0
Tabora,2025-06-04,2600.0,2000.0
Tabora,2025-06-11,2700.0,2000.0
Tabora,2025-06-25,2700.0,2100.0
Tabora,2025-07-09,2400.0,2100.0
Tabora,2025-08-06,2400.0,2100.0
Tabora,2025-08-20,2400.0,
Tabora,2025-08-27,2400.0,2200.0
Tabora,2025-09-03,2400.0,2200.0
Tabora,2025-09-10,2400.0,2300.0
Tabora,2025-09-17,2400.0,2300.0
Tabora,2025-09-24,2300.0,2200.0
Tabora,2025-10-15,2300.0,2400.0
Tabora,2025-10-22,2300.0,2400.0
Tabora,2025-11-05,2400.0,2400.0
Tabora,2025-11-12,2500.0,2400.0
Tabora,2025-11-19,2400.0,2400.0
Tabora,2025-11-26,2100.0,2500.0
Tabora,2025-12-10,2100.0,2600.0
Tabora,2025-12-17,2200.0,2600.0
Tabora,2026-01-07,2200.0,2600.0
Tabora,2026-01-14,2200.0,2600.0
Tabora,2026-01-21,2300.0,2600.0
Tabora,2026-01-28,2300.0,2600.0
Tabora,2026-02-04,2300.0,2600.0
Tabora,2026-02-11,2100.0,2600.0
Tabora,2026-02-18,2100.0,2600.0
Tabora,2026-02-25,2100.0,2600.0
Tabora,2026-03-04,2100.0,2600.0
Tabora,2026-03-11,2100.0,2500.0
Tabora,2026-03-18,2100.0,2500.0
Tabora,2026-03-25,2100.0,2600.0
Tabora,2026-04-08,2100.0,2300.0
Tabora,2026-04-15,2100.0,2300.0
Tabora,2026-04-22,2100.0,2300.0
Tabora,2026-05-06,2100.0,2100.0
Tanga,2024-08-21,2400.0,1600.0
Tanga,2025-01-13,2800.0,2000.0
Tanga,2025-02-12,3000.0,2300.0
Tanga,2025-02-19,2900.0,2200.0
Tanga,2025-03-05,2500.0,2100.0
Tanga,2025-06-18,2700.0,2800.0
Tanga,2025-06-25,2700.0,2600.0
Tanga,2025-07-23,3100.0,2300.0
Tanga,2025-08-20,3200.0,2100.0
Tanga,2025-08-27,3300.0,2200.0
Tanga,2025-09-03,2900.0,
Tanga,2025-09-10,3000.0,2250.0
Tanga,2025-11-05,3100.0,2600.0
Tanga,2025-11-12,3100.0,2600.0
Tanga,2025-11-19,3100.0,2600.0
Tanga,2026-01-07,3000.0,3000.0
Tanga,2026-01-21,3000.0,3000.0
Tanga,2026-01-28,3000.0,3000.0
Tanga,2026-02-04,3000.0,3000.0
Tanga,2026-02-11,3000.0,3000.0
Tanga,2026-02-25,3000.0,3000.0
Tanga,2026-03-04,2600.0,3000.0
Tanga,2026-03-11,2600.0,3000.0
Tanga,2026-03-25,2200.0,2800.0
Tanga,2026-04-08,2300.0,2800.0
Tanga,2026-04-15,2300.0,2800.0
Tanga,2026-04-22,2000.0,2600.0
Wasta ni wa Nchi,2025-09-24,2200.0,2300.0
Wastani wa Nchi,2025-02-05,2700.0,2100.0
Wastani wa Nchi,2025-02-12,2800.0,2200.0
Wastani wa Nchi,2025-03-12,2700.0,2300.0
Wastani wa Nchi,2025-03-26,2700.0,2300.0
Wastani wa Nchi,2025-06-18,2600.0,2400.0
Wastani wa Nchi,2025-08-13,2200.0,2100.0
Wastani wa Nchi,2025-11-05,2300.0,2400.0
Wastani wa Nchi Mbaazi: Ha,2026-02-18,2200.0,2500.0
