Region,date,crop,price_tzs_per_kg,source_pdf,source_url
Dar es Salaam,2025-05-07,Beans,3300,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Dar es Salaam,2025-05-07,Rice,2700,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Dodoma,2025-05-07,Beans,3000,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Dodoma,2025-05-07,Rice,2700,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Iringa,2025-05-07,Beans,2700,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Iringa,2025-05-07,Rice,2400,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Kigoma,2025-05-07,Beans,2800,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Kigoma,2025-05-07,Rice,2600,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Lindi,2025-05-07,Beans,3000,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Lindi,2025-05-07,Rice,2900,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Morogoro,2025-05-07,Beans,2900,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Morogoro,2025-05-07,Rice,2200,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Mwanza,2025-05-07,Beans,2700,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Mwanza,2025-05-07,Rice,2600,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Rukwa,2025-05-07,Beans,2800,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Rukwa,2025-05-07,Rice,2100,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Ruvuma,2025-05-07,Beans,2600,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Ruvuma,2025-05-07,Rice,2500,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Shinyanga,2025-05-07,Beans,2700,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Shinyanga,2025-05-07,Rice,2100,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Tabora,2025-05-07,Beans,2700,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Tabora,2025-05-07,Rice,2100,"sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747029244-Mwenendo wa Bei za Mazao tarehe 05 - 09 Mei, 2025.pdf"
Arusha,2025-05-14,Beans,2800,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Arusha,2025-05-14,Rice,2900,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Dar es Salaam,2025-05-14,Beans,3300,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Dar es Salaam,2025-05-14,Rice,2700,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Dodoma,2025-05-14,Beans,2800,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Dodoma,2025-05-14,Rice,2700,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Geita,2025-05-14,Beans,3100,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Geita,2025-05-14,Rice,2400,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Iringa,2025-05-14,Beans,2800,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Iringa,2025-05-14,Rice,2400,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Kagera,2025-05-14,Beans,2300,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Kagera,2025-05-14,Rice,2300,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Kigoma,2025-05-14,Beans,2800,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Kigoma,2025-05-14,Rice,2600,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Kilimanjaro,2025-05-14,Beans,900,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Kilimanjaro,2025-05-14,Rice,1300,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Lindi,2025-05-14,Beans,3000,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Lindi,2025-05-14,Rice,2900,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Manyara,2025-05-14,Beans,2600,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Manyara,2025-05-14,Rice,2400,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Mara,2025-05-14,Beans,2500,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Mara,2025-05-14,Rice,2200,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Morogoro,2025-05-14,Beans,2900,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Morogoro,2025-05-14,Rice,2200,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Mwanza,2025-05-14,Beans,2700,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Mwanza,2025-05-14,Rice,2500,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Njombe,2025-05-14,Beans,2300,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Njombe,2025-05-14,Rice,2200,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Pwani,2025-05-14,Beans,3100,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Pwani,2025-05-14,Rice,2300,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Rukwa,2025-05-14,Beans,2900,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Rukwa,2025-05-14,Rice,2200,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Ruvuma,2025-05-14,Beans,2600,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Ruvuma,2025-05-14,Rice,2600,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Shinyanga,2025-05-14,Beans,2700,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Shinyanga,2025-05-14,Rice,2000,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Simiyu,2025-05-14,Beans,2800,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Simiyu,2025-05-14,Rice,1800,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Singida,2025-05-14,Beans,2400,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Singida,2025-05-14,Rice,2400,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Songwe,2025-05-14,Beans,2300,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Songwe,2025-05-14,Rice,2600,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Tabora,2025-05-14,Beans,2700,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Tabora,2025-05-14,Rice,2100,"sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1747404158-Mwenendo wa Bei za Mazao tarehe 12-16 Mei, 2025.pdf"
Arusha,2025-05-21,Beans,2800,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Arusha,2025-05-21,Rice,3000,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Dar es Salaam,2025-05-21,Beans,3300,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Dar es Salaam,2025-05-21,Rice,2600,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Dodoma,2025-05-21,Rice,2600,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Iringa,2025-05-21,Beans,2700,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Iringa,2025-05-21,Rice,2300,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Lindi,2025-05-21,Beans,3000,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Lindi,2025-05-21,Rice,2900,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Morogoro,2025-05-21,Beans,3000,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Morogoro,2025-05-21,Rice,2200,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Mwanza,2025-05-21,Beans,2600,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Mwanza,2025-05-21,Rice,2500,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Rukwa,2025-05-21,Beans,2900,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Rukwa,2025-05-21,Rice,2100,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Ruvuma,2025-05-21,Beans,2600,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Ruvuma,2025-05-21,Rice,2400,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Shinyanga,2025-05-21,Beans,2700,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Shinyanga,2025-05-21,Rice,2100,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Tabora,2025-05-21,Beans,2700,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Tabora,2025-05-21,Rice,2000,sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1748010266-Mwenendo wa Bei tarehe 19-23 Mei 2025.pdf
Arusha,2025-05-28,Beans,2800,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Arusha,2025-05-28,Rice,2900,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Dar es Salaam,2025-05-28,Beans,3300,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Dar es Salaam,2025-05-28,Rice,2500,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Dodoma,2025-05-28,Rice,2600,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Iringa,2025-05-28,Beans,2500,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Iringa,2025-05-28,Rice,2300,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Lindi,2025-05-28,Beans,3100,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Lindi,2025-05-28,Rice,2800,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Morogoro,2025-05-28,Beans,2900,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Morogoro,2025-05-28,Rice,2200,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Mtwara,2025-05-28,Beans,2900,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Mtwara,2025-05-28,Rice,2300,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Mwanza,2025-05-28,Beans,2700,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Mwanza,2025-05-28,Rice,2500,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Rukwa,2025-05-28,Beans,2800,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Rukwa,2025-05-28,Rice,2100,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Ruvuma,2025-05-28,Beans,2600,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Ruvuma,2025-05-28,Rice,2300,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Shinyanga,2025-05-28,Beans,2800,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
Shinyanga,2025-05-28,Rice,2000,"sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1748846090-Mwenendo wa Bei tarehe 26-30 Mei, 2025.pdf"
