Region,date,crop,price_tzs_per_kg,source_pdf,source_url
Wastani wa Nchi,2025-08-13,Rice,2100,sw-1755589875-Mwenendo wa Bei za Mazao tarehe 11- 15 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1755589875-Mwenendo wa Bei za Mazao tarehe 11- 15 Agosti 2025.pdf
Arusha,2025-08-20,Beans,2200,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Arusha,2025-08-20,Rice,3000,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Dar es Salaam,2025-08-20,Beans,2900,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Dar es Salaam,2025-08-20,Rice,2500,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Dodoma,2025-08-20,Beans,2600,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Dodoma,2025-08-20,Rice,2300,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Geita,2025-08-20,Beans,3300,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Geita,2025-08-20,Rice,2100,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Iringa,2025-08-20,Beans,2500,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Iringa,2025-08-20,Rice,2300,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Kagera,2025-08-20,Beans,2200,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Kagera,2025-08-20,Rice,2300,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Katavi,2025-08-20,Beans,2700,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Katavi,2025-08-20,Rice,1900,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Lindi,2025-08-20,Beans,3000,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Lindi,2025-08-20,Rice,2600,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Mara,2025-08-20,Beans,1800,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Mara,2025-08-20,Rice,2200,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Mbeya,2025-08-20,Beans,2200,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Mbeya,2025-08-20,Rice,2200,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Morogoro,2025-08-20,Beans,2300,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Morogoro,2025-08-20,Rice,2000,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Mtwara,2025-08-20,Beans,2100,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Mtwara,2025-08-20,Rice,2400,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Mwanza,2025-08-20,Beans,2200,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Mwanza,2025-08-20,Rice,2400,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Njombe,2025-08-20,Beans,1800,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Njombe,2025-08-20,Rice,2200,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Pwani,2025-08-20,Beans,2600,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Pwani,2025-08-20,Rice,2400,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Rukwa,2025-08-20,Beans,2300,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Rukwa,2025-08-20,Rice,2100,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Ruvuma,2025-08-20,Beans,2400,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Ruvuma,2025-08-20,Rice,2200,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Shinyanga,2025-08-20,Beans,2300,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Shinyanga,2025-08-20,Rice,2100,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Simiyu,2025-08-20,Beans,2800,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Simiyu,2025-08-20,Rice,2100,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Singida,2025-08-20,Beans,2500,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Singida,2025-08-20,Rice,2200,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Songwe,2025-08-20,Beans,1900,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Tabora,2025-08-20,Beans,2400,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Tanga,2025-08-20,Beans,3200,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Tanga,2025-08-20,Rice,2100,sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756057244-Mwenendo wa Bei za Mazao tarehe 18- 22 Agosti 2025.pdf
Arusha,2025-08-27,Beans,2200,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Arusha,2025-08-27,Rice,3000,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Dar es Salaam,2025-08-27,Beans,3000,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Dar es Salaam,2025-08-27,Rice,2500,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Dodoma,2025-08-27,Beans,2300,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Dodoma,2025-08-27,Rice,2500,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Geita,2025-08-27,Beans,3200,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Geita,2025-08-27,Rice,2200,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Iringa,2025-08-27,Beans,2500,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Iringa,2025-08-27,Rice,2400,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Kagera,2025-08-27,Beans,2200,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Kagera,2025-08-27,Rice,2300,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Katavi,2025-08-27,Beans,2500,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Katavi,2025-08-27,Rice,2100,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Kigoma,2025-08-27,Beans,1900,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Kigoma,2025-08-27,Rice,2200,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Kilimanjaro,2025-08-27,Beans,2900,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Kilimanjaro,2025-08-27,Rice,2200,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Lindi,2025-08-27,Beans,3100,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Lindi,2025-08-27,Rice,2700,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Mara,2025-08-27,Beans,1900,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Mara,2025-08-27,Rice,2200,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Morogoro,2025-08-27,Beans,2100,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Morogoro,2025-08-27,Rice,2000,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Mtwara,2025-08-27,Rice,2400,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Mwanza,2025-08-27,Beans,2200,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Mwanza,2025-08-27,Rice,2400,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Njombe,2025-08-27,Beans,1600,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Njombe,2025-08-27,Rice,2000,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Rukwa,2025-08-27,Beans,2500,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Rukwa,2025-08-27,Rice,2200,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Shinyanga,2025-08-27,Beans,2200,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Shinyanga,2025-08-27,Rice,2200,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Singida,2025-08-27,Beans,2400,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Singida,2025-08-27,Rice,2100,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Songwe,2025-08-27,Beans,2100,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Songwe,2025-08-27,Rice,2500,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Tabora,2025-08-27,Beans,2400,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Tabora,2025-08-27,Rice,2200,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Tanga,2025-08-27,Beans,3300,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Tanga,2025-08-27,Rice,2200,sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1756739428-Mwenendo wa Bei za Mazao tarehe 25 - 29 Agosti 2025.pdf
Arusha,2025-09-03,Beans,2100,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Arusha,2025-09-03,Rice,3000,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Dar es Salaam,2025-09-03,Beans,2800,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Dar es Salaam,2025-09-03,Rice,2600,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Dodoma,2025-09-03,Beans,2300,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Dodoma,2025-09-03,Rice,2500,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Geita,2025-09-03,Beans,3300,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Geita,2025-09-03,Rice,2300,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Iringa,2025-09-03,Beans,2500,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Iringa,2025-09-03,Rice,2300,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Kagera,2025-09-03,Beans,2200,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Kagera,2025-09-03,Rice,2000,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Katavi,2025-09-03,Beans,2600,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Katavi,2025-09-03,Rice,2100,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Kigoma,2025-09-03,Beans,2000,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Kigoma,2025-09-03,Rice,2200,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Kilimanjaro,2025-09-03,Beans,2900,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
Lindi,2025-09-03,Beans,3100,sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf,https://www.kilimo.go.tz/uploads/documents/sw-1757153273-Mwenendo wa Bei za Mazao tarehe 01- 05 Septemba 2025.pdf
